report_year,division,category,subtype,count,count_
2015,D12,Crimes Against Property,Break & Enter-House,13,13
2015,D33,Crimes Against Property,Fraud,44,44
2023,D43,Crimes Against Property,Theft Under $5000,4,4
2019,D55,Crimes Against Property,Break & Enter-House,21,21
2022,D51,Crimes Against Property,Break & Enter-Commercial,31,31
2018,D41,Crimes Against Property,Other,111,111
2022,D55,Crimes Against Property,Auto Theft,40,40
2020,D55,Crimes Against Property,Theft Under $5000,34,34
2014,D52,Crimes Against Property,Theft Over $5000,9,9
2022,D53,Crimes Against Property,Break & Enter-Apartment,9,9
2021,D41,Crimes Against Property,Theft Under $5000,23,23
2023,D53,Crimes Against Property,Break & Enter-Commercial,15,15
2021,D55,Crimes Against Property,Break & Enter-Commercial,6,6
2016,D11,Crimes Against Property,Other,3,3
2014,D13,Crimes Against Property,Break & Enter-Apartment,5,5
2023,D11,Crimes Against Property,Break & Enter-House,9,9
2022,D52,Crimes Against Property,Fraud,156,156
2020,D53,Crimes Against Property,Other,1,1
2021,D11,Crimes Against Property,Other,65,65
2015,D14,Crimes Against Property,Theft Under $5000,141,141
2015,D32,Crimes Against Property,Theft Over $5000,6,6
2014,D42,Crimes Against Property,Break & Enter-Commercial,17,17
2015,D55,Crimes Against Property,Auto Theft,6,6
2017,D33,Crimes Against Property,Fraud,30,30
2020,D55,Crimes Against Property,Fraud,22,22
2022,D13,Crimes Against Property,Fraud,22,22
2014,D55,Crimes Against Property,Break & Enter-Other,4,4
2018,D53,Crimes Against Property,Break & Enter-House,23,23
2014,D43,Crimes Against Property,Break & Enter-House,8,8
2016,D41,Crimes Against Property,Other,4,4
2016,D31,Crimes Against Property,Auto Theft,64,64
2020,D22,Crimes Against Property,Break & Enter-House,7,7
2019,D33,Crimes Against Property,Fraud,109,109
2020,D53,Crimes Against Property,Auto Theft,43,43
2016,D51,Crimes Against Property,Theft Under $5000,833,833
2023,D53,Crimes Against Property,Break & Enter-House,8,8
2020,D42,Crimes Against Property,Fraud,30,30
2022,D22,Crimes Against Property,Break & Enter-Apartment,19,19
2022,D11,Crimes Against Property,Other,81,81
2022,D32,Crimes Against Property,Break & Enter-Other,2,2
2019,D41,Crimes Against Property,Other,108,108
2016,D42,Crimes Against Property,Break & Enter-Commercial,27,27
2017,D11,Crimes Against Property,Break & Enter-Commercial,18,18
2021,D33,Crimes Against Property,Fraud,100,100
2020,D51,Crimes Against Property,Break & Enter-Other,5,5
2015,D12,Crimes Against Property,Break & Enter-Apartment,15,15
2017,D51,Crimes Against Property,Theft Over $5000,20,20
2014,D53,Crimes Against Property,Fraud,50,50
2019,D51,Crimes Against Property,Other,418,418
2019,D43,Crimes Against Property,Theft Under $5000,674,674
2019,D11,Crimes Against Property,Fraud,63,63
2021,D23,Crimes Against Property,Break & Enter-House,3,3
2018,D33,Crimes Against Property,Auto Theft,12,12
2017,NSA,Crimes Against Property,Theft Under $5000,250,250
2020,D32,Crimes Against Property,Break & Enter-Commercial,24,24
2019,D13,Crimes Against Property,Break & Enter-Apartment,10,10
2022,D12,Crimes Against Property,Theft Over $5000,3,3
2014,D22,Crimes Against Property,Fraud,1,1
2014,D33,Crimes Against Property,Break & Enter-Commercial,1,1
2019,D13,Crimes Against Property,Break & Enter-Commercial,8,8
2014,D55,Crimes Against Property,Other,41,41
2020,D14,Crimes Against Property,Fraud,57,57
2014,D52,Crimes Against Property,Break & Enter-Other,6,6
2021,D22,Crimes Against Property,Break & Enter-Commercial,5,5
2022,D41,Crimes Against Property,Break & Enter-Apartment,2,2
2018,D33,Crimes Against Property,Theft Under $5000,91,91
2017,D11,Crimes Against Property,Fraud,83,83
2022,D53,Crimes Against Property,Auto Theft,79,79
2015,D22,Crimes Against Property,Break & Enter-House,10,10
2014,D32,Crimes Against Property,Fraud,46,46
2017,D13,Crimes Against Property,Auto Theft,3,3
2020,D14,Crimes Against Property,Theft Over $5000,13,13
2019,D53,Crimes Against Property,Break & Enter-Other,6,6
2018,D11,Crimes Against Property,Auto Theft,27,27
2019,D51,Crimes Against Property,Break & Enter-Apartment,55,55
2020,D53,Crimes Against Property,Break & Enter-Commercial,14,14
2020,D31,Crimes Against Property,Auto Theft,76,76
2014,D53,Crimes Against Property,Break & Enter-House,24,24
2023,D33,Crimes Against Property,Fraud,167,167
2021,D11,Crimes Against Property,Other,105,105
2022,D22,Crimes Against Property,Auto Theft,92,92
2019,D53,Crimes Against Property,Auto Theft,7,7
2015,D14,Crimes Against Property,Break & Enter-Commercial,17,17
2022,D53,Crimes Against Property,Break & Enter-House,2,2
2014,D23,Crimes Against Property,Fraud,197,197
2014,NSA,Crimes Against Property,Fraud,60,60
2017,D23,Crimes Against Property,Theft Over $5000,1,1
2019,D32,Crimes Against Property,Fraud,66,66
2021,D22,Crimes Against Property,Other,78,78
2023,D22,Crimes Against Property,Theft Under $5000,1494,1494
2015,D23,Crimes Against Property,Auto Theft,53,53
2017,D22,Crimes Against Property,Fraud,22,22
2019,D12,Crimes Against Property,Theft Over $5000,3,3
2018,NSA,Crimes Against Property,Theft Over $5000,26,26
2023,D53,Crimes Against Property,Auto Theft,37,37
2016,D22,Crimes Against Property,Auto Theft,24,24
2017,D43,Crimes Against Property,Auto Theft,22,22
2019,D32,Crimes Against Property,Theft Under $5000,101,101
2015,D11,Crimes Against Property,Auto Theft,14,14
2016,D13,Crimes Against Property,Break & Enter-Other,1,1
2022,D41,Crimes Against Property,Break & Enter-Commercial,9,9
2020,D14,Crimes Against Property,Break & Enter-Apartment,42,42
2023,NSA,Crimes Against Property,Theft Over $5000,9,9
2014,D43,Crimes Against Property,Break & Enter-House,13,13
2020,D23,Crimes Against Property,Theft Under $5000,148,148
2018,D33,Crimes Against Property,Other,37,37
2018,D32,Crimes Against Property,Theft Over $5000,5,5
2022,D31,Crimes Against Property,Break & Enter-Other,5,5
2017,D55,Crimes Against Property,Theft Under $5000,175,175
2023,D14,Crimes Against Property,Break & Enter-House,2,2
2020,D43,Crimes Against Property,Other,28,28
2023,D32,Crimes Against Property,Break & Enter-House,24,24
2017,D53,Crimes Against Property,Theft Over $5000,4,4
2019,D53,Crimes Against Property,Theft Under $5000,7,7
2020,D43,Crimes Against Property,Auto Theft,23,23
2019,D11,Crimes Against Property,Break & Enter-Commercial,44,44
2019,D43,Crimes Against Property,Break & Enter-Commercial,18,18
2020,D33,Crimes Against Property,Break & Enter-House,16,16
2019,D32,Crimes Against Property,Other,54,54
2016,D51,Crimes Against Property,Other,67,67
2017,D41,Crimes Against Property,Break & Enter-Other,4,4
2018,D42,Crimes Against Property,Theft Under $5000,307,307
2020,D23,Crimes Against Property,Theft Over $5000,8,8
2015,D12,Crimes Against Property,Break & Enter-Apartment,4,4
2018,D22,Crimes Against Property,Auto Theft,27,27
2016,D53,Crimes Against Property,Theft Under $5000,29,29
2022,D53,Crimes Against Property,Fraud,31,31
2017,D52,Crimes Against Property,Other,354,354
2023,D43,Crimes Against Property,Auto Theft,122,122
2022,D53,Crimes Against Property,Fraud,104,104
2018,D32,Crimes Against Property,Break & Enter-House,27,27
2015,D43,Crimes Against Property,Other,65,65
2022,D22,Crimes Against Property,Break & Enter-House,11,11
2015,D41,Crimes Against Property,Break & Enter-House,30,30
2014,D42,Crimes Against Property,Fraud,37,37
2015,D53,Crimes Against Property,Auto Theft,10,10
2018,D13,Crimes Against Property,Auto Theft,25,25
2016,D52,Crimes Against Property,Fraud,63,63
2017,D55,Crimes Against Property,Fraud,12,12
2014,D12,Crimes Against Property,Theft Under $5000,166,166
2020,D55,Crimes Against Property,Auto Theft,30,30
2014,D22,Crimes Against Property,Theft Over $5000,2,2
2018,D11,Crimes Against Property,Break & Enter-Apartment,1,1
2023,D52,Crimes Against Property,Break & Enter-Apartment,25,25
2018,D51,Crimes Against Property,Break & Enter-Commercial,10,10
2022,D12,Crimes Against Property,Auto Theft,16,16
2022,D55,Crimes Against Property,Other,8,8
2020,D12,Crimes Against Property,Break & Enter-Apartment,7,7
2020,D33,Crimes Against Property,Break & Enter-Other,4,4
2015,D55,Crimes Against Property,Other,24,24
2021,D42,Crimes Against Property,Auto Theft,29,29
2022,D43,Crimes Against Property,Other,23,23
2020,D11,Crimes Against Property,Break & Enter-House,6,6
2016,D41,Crimes Against Property,Break & Enter-Apartment,12,12
2023,D52,Crimes Against Property,Break & Enter-Commercial,1,1
2018,D43,Crimes Against Property,Break & Enter-Commercial,12,12
2022,D43,Crimes Against Property,Break & Enter-House,5,5
2019,D33,Crimes Against Property,Fraud,3,3
2017,D41,Crimes Against Property,Break & Enter-Apartment,16,16
2014,D12,Crimes Against Property,Fraud,3,3
2015,D53,Crimes Against Property,Theft Over $5000,3,3
2022,D22,Crimes Against Property,Other,104,104
2017,D22,Crimes Against Property,Other,21,21
2016,D12,Crimes Against Property,Break & Enter-Other,3,3
2017,D32,Crimes Against Property,Auto Theft,18,18
2016,D52,Crimes Against Property,Fraud,398,398
2017,D42,Crimes Against Property,Break & Enter-House,40,40
2014,D55,Crimes Against Property,Break & Enter-Apartment,6,6
2020,D41,Crimes Against Property,Auto Theft,20,20
2021,D13,Crimes Against Property,Break & Enter-Apartment,8,8
2023,D42,Crimes Against Property,Auto Theft,128,128
2022,D53,Crimes Against Property,Break & Enter-Apartment,15,15
2017,D41,Crimes Against Property,Auto Theft,33,33
2016,D12,Crimes Against Property,Break & Enter-Apartment,8,8
2022,D43,Crimes Against Property,Break & Enter-House,7,7
2021,D11,Crimes Against Property,Break & Enter-House,12,12
2015,D22,Crimes Against Property,Theft Under $5000,81,81
2015,D33,Crimes Against Property,Theft Under $5000,1,1
2019,D55,Crimes Against Property,Theft Over $5000,3,3
2018,D55,Crimes Against Property,Break & Enter-Commercial,9,9
2016,D12,Crimes Against Property,Auto Theft,10,10
2019,D33,Crimes Against Property,Other,62,62
2022,D52,Crimes Against Property,Theft Under $5000,527,527
2022,D41,Crimes Against Property,Auto Theft,19,19
2019,D11,Crimes Against Property,Theft Under $5000,48,48
2023,D41,Crimes Against Property,Theft Over $5000,20,20
2022,D42,Crimes Against Property,Auto Theft,55,55
2015,D51,Crimes Against Property,Other,129,129
2016,D22,Crimes Against Property,Break & Enter-Other,3,3
2023,D12,Crimes Against Property,Theft Under $5000,203,203
2022,D13,Crimes Against Property,Theft Under $5000,68,68
2023,D32,Crimes Against Property,Other,63,63
2020,D42,Crimes Against Property,Other,76,76
2017,D11,Crimes Against Property,Fraud,37,37
2018,D32,Crimes Against Property,Break & Enter-Commercial,4,4
2020,D14,Crimes Against Property,Break & Enter-Apartment,24,24
2020,D31,Crimes Against Property,Other,148,148
2019,D12,Crimes Against Property,Fraud,37,37
2018,D11,Crimes Against Property,Theft Over $5000,8,8
2014,D14,Crimes Against Property,Theft Over $5000,11,11
2021,D41,Crimes Against Property,Break & Enter-Apartment,6,6
2015,D13,Crimes Against Property,Break & Enter-Apartment,4,4
2023,D23,Crimes Against Property,Auto Theft,107,107
2015,D11,Crimes Against Property,Other,35,35
2023,D51,Crimes Against Property,Theft Over $5000,10,10
2016,D41,Crimes Against Property,Other,39,39
2022,D22,Crimes Against Property,Break & Enter-Apartment,8,8
2015,D43,Crimes Against Property,Break & Enter-House,11,11
2018,D43,Crimes Against Property,Theft Under $5000,180,180
2020,D32,Crimes Against Property,Other,51,51
2015,D32,Crimes Against Property,Other,50,50
2020,D11,Crimes Against Property,Other,43,43
2023,D14,Crimes Against Property,Break & Enter-Other,5,5
2017,D41,Crimes Against Property,Break & Enter-Other,9,9
2018,D13,Crimes Against Property,Other,91,91
2018,D12,Crimes Against Property,Break & Enter-Commercial,13,13
2021,D55,Crimes Against Property,Break & Enter-Apartment,30,30
2016,NSA,Crimes Against Property,Fraud,1,1
2015,D53,Crimes Against Property,Theft Under $5000,16,16
2021,D33,Crimes Against Property,Theft Under $5000,301,301
2016,D41,Crimes Against Property,Theft Under $5000,92,92
2017,D11,Crimes Against Property,Other,25,25
2018,D32,Crimes Against Property,Other,45,45
2017,D32,Crimes Against Property,Auto Theft,29,29
2019,D53,Crimes Against Property,Break & Enter-Commercial,6,6
2014,D32,Crimes Against Property,Theft Under $5000,167,167
2020,D41,Crimes Against Property,Theft Under $5000,73,73
2018,D22,Crimes Against Property,Fraud,32,32
2019,D42,Crimes Against Property,Other,80,80
2021,D32,Crimes Against Property,Break & Enter-Commercial,3,3
2023,D33,Crimes Against Property,Auto Theft,67,67
2020,D41,Crimes Against Property,Break & Enter-Other,6,6
2014,D41,Crimes Against Property,Break & Enter-Apartment,5,5
2021,D14,Crimes Against Property,Theft Under $5000,470,470
2019,D14,Crimes Against Property,Other,38,38
2020,D11,Crimes Against Property,Other,59,59
2017,D23,Crimes Against Property,Break & Enter-House,7,7
2017,D42,Crimes Against Property,Break & Enter-House,8,8
2015,D14,Crimes Against Property,Auto Theft,9,9
2019,D53,Crimes Against Property,Other,2,2
2020,D14,Crimes Against Property,Fraud,55,55
2021,D14,Crimes Against Property,Break & Enter-Commercial,20,20
2014,D51,Crimes Against Property,Other,75,75
2014,D41,Crimes Against Property,Fraud,30,30
2015,D33,Crimes Against Property,Theft Under $5000,483,483
2019,D11,Crimes Against Property,Auto Theft,19,19
2016,D22,Crimes Against Property,Break & Enter-Apartment,12,12
2021,D41,Crimes Against Property,Break & Enter-House,7,7
2021,D14,Crimes Against Property,Break & Enter-Apartment,12,12
2021,D32,Crimes Against Property,Auto Theft,34,34
2018,D12,Crimes Against Property,Theft Under $5000,156,156
2022,D43,Crimes Against Property,Break & Enter-Apartment,7,7
2019,D32,Crimes Against Property,Other,40,40
2023,D41,Crimes Against Property,Break & Enter-Commercial,6,6
2020,NSA,Crimes Against Property,Theft Under $5000,201,201
2018,D42,Crimes Against Property,Break & Enter-House,8,8
2017,D31,Crimes Against Property,Fraud,1,1
2016,D55,Crimes Against Property,Fraud,20,20
2021,D11,Crimes Against Property,Break & Enter-Apartment,8,8
2019,D43,Crimes Against Property,Fraud,107,107
2020,D22,Crimes Against Property,Theft Under $5000,365,365
2023,D52,Crimes Against Property,Break & Enter-Apartment,23,23
2021,D14,Crimes Against Property,Theft Under $5000,135,135
2021,D12,Crimes Against Property,Auto Theft,16,16
2014,D11,Crimes Against Property,Theft Under $5000,144,144
2016,D53,Crimes Against Property,Auto Theft,3,3
2014,D55,Crimes Against Property,Other,104,104
2015,D33,Crimes Against Property,Theft Over $5000,5,5
2023,D32,Crimes Against Property,Theft Over $5000,39,39
2021,D31,Crimes Against Property,Break & Enter-Apartment,21,21
2021,D51,Crimes Against Property,Break & Enter-Commercial,7,7
2014,D11,Crimes Against Property,Auto Theft,16,16
2021,D55,Crimes Against Property,Theft Over $5000,2,2
2016,D31,Crimes Against Property,Break & Enter-House,7,7
2020,D33,Crimes Against Property,Theft Over $5000,7,7
2018,D41,Crimes Against Property,Break & Enter-Other,3,3
2017,D32,Crimes Against Property,Fraud,69,69
2020,D14,Crimes Against Property,Break & Enter-Other,7,7
2022,D52,Crimes Against Property,Auto Theft,31,31
2015,D13,Crimes Against Property,Fraud,27,27
2023,D55,Crimes Against Property,Break & Enter-Commercial,20,20
2016,D33,Crimes Against Property,Break & Enter-Other,2,2
2018,D31,Crimes Against Property,Theft Under $5000,9,9
2018,D23,Crimes Against Property,Fraud,7,7
2015,D13,Crimes Against Property,Theft Over $5000,4,4
2014,D11,Crimes Against Property,Fraud,15,15
2020,D32,Crimes Against Property,Break & Enter-Apartment,1,1
2015,D13,Crimes Against Property,Other,41,41
2021,D32,Crimes Against Property,Auto Theft,47,47
2020,D42,Crimes Against Property,Break & Enter-House,8,8
2021,D42,Crimes Against Property,Theft Under $5000,169,169
2018,D22,Crimes Against Property,Break & Enter-Apartment,3,3
2020,D51,Crimes Against Property,Break & Enter-House,3,3
2014,D53,Crimes Against Property,Other,86,86
2020,D13,Crimes Against Property,Theft Under $5000,50,50
2017,D52,Crimes Against Property,Theft Over $5000,14,14
2023,D33,Crimes Against Property,Break & Enter-House,37,37
2016,D43,Crimes Against Property,Fraud,15,15
2016,D11,Crimes Against Property,Auto Theft,14,14
2018,D32,Crimes Against Property,Fraud,68,68
2020,D32,Crimes Against Property,Fraud,71,71
2016,D12,Crimes Against Property,Auto Theft,1,1
2015,D55,Crimes Against Property,Break & Enter-Other,10,10
2020,D32,Crimes Against Property,Fraud,64,64
2018,D13,Crimes Against Property,Other,82,82
2014,D14,Crimes Against Property,Theft Under $5000,206,206
2017,D52,Crimes Against Property,Auto Theft,12,12
2023,D23,Crimes Against Property,Theft Over $5000,4,4
2016,D32,Crimes Against Property,Break & Enter-Commercial,39,39
2017,D11,Crimes Against Property,Auto Theft,9,9
2021,D55,Crimes Against Property,Break & Enter-House,21,21
2015,D42,Crimes Against Property,Fraud,49,49
2023,D55,Crimes Against Property,Break & Enter-Commercial,14,14
2020,D22,Crimes Against Property,Break & Enter-Commercial,38,38
2015,D42,Crimes Against Property,Fraud,76,76
2015,D42,Crimes Against Property,Other,75,75
2023,D53,Crimes Against Property,Break & Enter-Apartment,32,32
2021,D41,Crimes Against Property,Auto Theft,34,34
2015,D42,Crimes Against Property,Auto Theft,46,46
2016,D14,Crimes Against Property,Other,97,97
2015,D31,Crimes Against Property,Other,61,61
2021,D42,Crimes Against Property,Other,84,84
2017,D52,Crimes Against Property,Break & Enter-Commercial,101,101
2023,D55,Crimes Against Property,Break & Enter-Commercial,7,7
2022,D55,Crimes Against Property,Other,33,33
2014,D43,Crimes Against Property,Fraud,68,68
2018,D12,Crimes Against Property,Break & Enter-House,4,4
2020,D22,Crimes Against Property,Theft Over $5000,3,3
2021,D14,Crimes Against Property,Theft Under $5000,409,409
2021,D53,Crimes Against Property,Break & Enter-Apartment,4,4
2018,D14,Crimes Against Property,Break & Enter-Commercial,62,62
2022,D52,Crimes Against Property,Break & Enter-Commercial,25,25
2015,D43,Crimes Against Property,Auto Theft,19,19
2016,D13,Crimes Against Property,Auto Theft,2,2
2020,D13,Crimes Against Property,Break & Enter-Commercial,18,18
2017,D53,Crimes Against Property,Break & Enter-Commercial,3,3
2022,D22,Crimes Against Property,Break & Enter-Apartment,13,13
2014,D32,Crimes Against Property,Other,51,51
2014,D32,Crimes Against Property,Break & Enter-Apartment,14,14
2021,D31,Crimes Against Property,Other,100,100
2014,D55,Crimes Against Property,Fraud,56,56
2015,D14,Crimes Against Property,Other,6,6
2017,D33,Crimes Against Property,Theft Under $5000,106,106
2020,D41,Crimes Against Property,Auto Theft,31,31
2019,D51,Crimes Against Property,Break & Enter-Commercial,12,12
2017,D55,Crimes Against Property,Theft Over $5000,3,3
2017,D22,Crimes Against Property,Break & Enter-Commercial,3,3
2015,D55,Crimes Against Property,Theft Over $5000,6,6
2019,D43,Crimes Against Property,Break & Enter-House,7,7
2020,NSA,Crimes Against Property,Fraud,184,184
2016,D32,Crimes Against Property,Auto Theft,35,35
2018,D32,Crimes Against Property,Other,47,47
2016,D22,Crimes Against Property,Other,39,39
2023,D23,Crimes Against Property,Theft Over $5000,4,4
2021,D55,Crimes Against Property,Other,22,22
2023,D11,Crimes Against Property,Theft Under $5000,43,43
2023,D11,Crimes Against Property,Fraud,26,26
2019,D32,Crimes Against Property,Auto Theft,27,27
2018,D22,Crimes Against Property,Fraud,218,218
2018,D53,Crimes Against Property,Theft Under $5000,19,19
2022,D22,Crimes Against Property,Fraud,74,74
2015,D33,Crimes Against Property,Fraud,2,2
2022,D22,Crimes Against Property,Fraud,82,82
2021,D42,Crimes Against Property,Theft Under $5000,111,111
2021,D53,Crimes Against Property,Fraud,51,51
2017,D43,Crimes Against Property,Other,76,76
2014,D31,Crimes Against Property,Break & Enter-Commercial,4,4
2017,D51,Crimes Against Property,Other,83,83
2019,D52,Crimes Against Property,Break & Enter-Commercial,1,1
2016,D33,Crimes Against Property,Break & Enter-Apartment,28,28
2014,D11,Crimes Against Property,Theft Under $5000,45,45
2018,D13,Crimes Against Property,Break & Enter-Commercial,9,9
2015,D53,Crimes Against Property,Other,31,31
2022,D11,Crimes Against Property,Auto Theft,22,22
2015,D55,Crimes Against Property,Break & Enter-Apartment,13,13
2019,D33,Crimes Against Property,Fraud,43,43
2015,D52,Crimes Against Property,Break & Enter-Other,4,4
2019,D42,Crimes Against Property,Fraud,87,87
2021,D41,Crimes Against Property,Break & Enter-Apartment,16,16
2019,D52,Crimes Against Property,Break & Enter-Other,7,7
2021,D11,Crimes Against Property,Other,30,30
2017,D14,Crimes Against Property,Break & Enter-Apartment,4,4
2018,D12,Crimes Against Property,Break & Enter-Apartment,5,5
2022,D43,Crimes Against Property,Other,112,112
2023,D51,Crimes Against Property,Break & Enter-Commercial,41,41
2021,D55,Crimes Against Property,Auto Theft,17,17
2017,D13,Crimes Against Property,Break & Enter-House,16,16
2019,D33,Crimes Against Property,Auto Theft,26,26
2022,D14,Crimes Against Property,Break & Enter-Apartment,28,28
2016,D13,Crimes Against Property,Other,47,47
2021,D13,Crimes Against Property,Break & Enter-Other,4,4
2014,D43,Crimes Against Property,Break & Enter-Commercial,9,9
2023,D42,Crimes Against Property,Fraud,101,101
2020,D11,Crimes Against Property,Break & Enter-Commercial,3,3
2016,D12,Crimes Against Property,Break & Enter-House,13,13
2019,D14,Crimes Against Property,Auto Theft,16,16
2022,D14,Crimes Against Property,Other,56,56
2015,D53,Crimes Against Property,Other,17,17
2023,D42,Crimes Against Property,Other,40,40
2015,D11,Crimes Against Property,Other,7,7
2020,D43,Crimes Against Property,Break & Enter-Other,3,3
2016,D43,Crimes Against Property,Break & Enter-Commercial,9,9
2018,D32,Crimes Against Property,Break & Enter-Apartment,11,11
2022,D51,Crimes Against Property,Break & Enter-Apartment,28,28
2018,D53,Crimes Against Property,Break & Enter-Apartment,5,5
2014,D42,Crimes Against Property,Other,76,76
2014,D33,Crimes Against Property,Fraud,48,48
2018,D14,Crimes Against Property,Other,108,108
2022,D32,Crimes Against Property,Other,137,137
2022,D12,Crimes Against Property,Other,19,19
2015,D41,Crimes Against Property,Auto Theft,36,36
2022,D52,Crimes Against Property,Fraud,143,143
2021,D53,Crimes Against Property,Other,4,4
2023,D31,Crimes Against Property,Auto Theft,68,68
2018,D22,Crimes Against Property,Break & Enter-Other,2,2
2022,D53,Crimes Against Property,Other,44,44
2020,D43,Crimes Against Property,Break & Enter-House,4,4
2020,D32,Crimes Against Property,Break & Enter-Commercial,24,24
2016,D43,Crimes Against Property,Theft Under $5000,260,260
2018,D32,Crimes Against Property,Other,14,14
2015,D22,Crimes Against Property,Auto Theft,25,25
2020,D32,Crimes Against Property,Fraud,52,52
2021,D52,Crimes Against Property,Break & Enter-Apartment,15,15
2016,D14,Crimes Against Property,Auto Theft,27,27
2023,D51,Crimes Against Property,Theft Under $5000,691,691
2017,D13,Crimes Against Property,Auto Theft,6,6
2014,D13,Crimes Against Property,Theft Over $5000,3,3
2016,D32,Crimes Against Property,Fraud,110,110
2021,D13,Crimes Against Property,Theft Under $5000,140,140
2016,D43,Crimes Against Property,Auto Theft,22,22
2017,D53,Crimes Against Property,Auto Theft,13,13
2023,D23,Crimes Against Property,Theft Under $5000,752,752
2014,D13,Crimes Against Property,Auto Theft,11,11
2021,D32,Crimes Against Property,Theft Under $5000,416,416
2021,D52,Crimes Against Property,Auto Theft,23,23
2014,D32,Crimes Against Property,Auto Theft,52,52
2015,D14,Crimes Against Property,Other,1,1
2021,D32,Crimes Against Property,Theft Under $5000,270,270
2014,D11,Crimes Against Property,Break & Enter-Other,1,1
2021,D52,Crimes Against Property,Fraud,148,148
2019,D42,Crimes Against Property,Break & Enter-House,63,63
2017,D14,Crimes Against Property,Other,97,97
2017,D31,Crimes Against Property,Fraud,13,13
2016,D11,Crimes Against Property,Theft Under $5000,238,238
2023,D14,Crimes Against Property,Fraud,119,119
2015,D31,Crimes Against Property,Fraud,67,67
2014,D32,Crimes Against Property,Theft Under $5000,48,48
2019,D13,Crimes Against Property,Theft Under $5000,118,118
2023,D32,Crimes Against Property,Fraud,81,81
2019,D55,Crimes Against Property,Break & Enter-Commercial,63,63
2017,D13,Crimes Against Property,Fraud,41,41
2020,D14,Crimes Against Property,Break & Enter-Commercial,26,26
2016,D12,Crimes Against Property,Break & Enter-House,6,6
2014,D31,Crimes Against Property,Fraud,53,53
2018,D11,Crimes Against Property,Theft Over $5000,1,1
2016,D41,Crimes Against Property,Break & Enter-Commercial,42,42
2022,D41,Crimes Against Property,Theft Under $5000,87,87
2021,D32,Crimes Against Property,Break & Enter-House,3,3
2022,D33,Crimes Against Property,Other,8,8
2015,D31,Crimes Against Property,Theft Under $5000,274,274
2020,D12,Crimes Against Property,Theft Under $5000,49,49
2022,D52,Crimes Against Property,Break & Enter-Apartment,13,13
2019,D52,Crimes Against Property,Fraud,133,133
2017,D11,Crimes Against Property,Break & Enter-Other,1,1
2016,D52,Crimes Against Property,Break & Enter-Other,5,5
2019,D31,Crimes Against Property,Auto Theft,89,89
2016,D55,Crimes Against Property,Fraud,23,23
2014,D33,Crimes Against Property,Break & Enter-House,6,6
2017,D13,Crimes Against Property,Theft Over $5000,5,5
2019,D31,Crimes Against Property,Break & Enter-House,10,10
2015,D22,Crimes Against Property,Fraud,29,29
2019,D55,Crimes Against Property,Theft Over $5000,5,5
2018,D11,Crimes Against Property,Theft Under $5000,44,44
2015,D55,Crimes Against Property,Fraud,12,12
2017,D13,Crimes Against Property,Fraud,37,37
2022,D33,Crimes Against Property,Auto Theft,40,40
2017,D32,Crimes Against Property,Break & Enter-Commercial,6,6
2014,D53,Crimes Against Property,Break & Enter-House,18,18
2014,D43,Crimes Against Property,Auto Theft,16,16
2023,D14,Crimes Against Property,Other,8,8
2016,NSA,Crimes Against Property,Break & Enter-Apartment,4,4
2016,D32,Crimes Against Property,Auto Theft,28,28
2015,D11,Crimes Against Property,Theft Under $5000,37,37
2018,D33,Crimes Against Property,Other,90,90
2018,D41,Crimes Against Property,Break & Enter-Commercial,3,3
2023,D14,Crimes Against Property,Theft Under $5000,267,267
2015,D51,Crimes Against Property,Theft Under $5000,1,1
2022,D22,Crimes Against Property,Break & Enter-Other,2,2
2020,D42,Crimes Against Property,Other,31,31
2023,D55,Crimes Against Property,Break & Enter-Apartment,3,3
2019,D42,Crimes Against Property,Break & Enter-House,10,10
2018,D43,Crimes Against Property,Theft Under $5000,120,120
2018,D32,Crimes Against Property,Theft Under $5000,202,202
2020,D52,Crimes Against Property,Break & Enter-Apartment,27,27
2014,D33,Crimes Against Property,Break & Enter-Commercial,7,7
2019,D53,Crimes Against Property,Theft Over $5000,14,14
2020,D42,Crimes Against Property,Break & Enter-Commercial,23,23
2018,D55,Crimes Against Property,Theft Under $5000,318,318
2017,D14,Crimes Against Property,Fraud,40,40
2018,D12,Crimes Against Property,Theft Over $5000,13,13
2014,D13,Crimes Against Property,Break & Enter-Commercial,8,8
2014,D51,Crimes Against Property,Auto Theft,25,25
2019,D41,Crimes Against Property,Fraud,67,67
2016,D55,Crimes Against Property,Break & Enter-House,13,13
2016,D33,Crimes Against Property,Break & Enter-Other,2,2
2019,D51,Crimes Against Property,Auto Theft,23,23
2016,D33,Crimes Against Property,Fraud,32,32
2015,NSA,Crimes Against Property,Fraud,1,1
2016,D12,Crimes Against Property,Break & Enter-Apartment,6,6
2018,D42,Crimes Against Property,Theft Under $5000,91,91
2022,D53,Crimes Against Property,Break & Enter-Commercial,3,3
2017,D41,Crimes Against Property,Auto Theft,40,40
2022,D22,Crimes Against Property,Theft Over $5000,7,7
2014,D13,Crimes Against Property,Theft Under $5000,52,52
2019,D12,Crimes Against Property,Other,56,56
2021,D32,Crimes Against Property,Theft Under $5000,131,131
2021,D33,Crimes Against Property,Other,3,3
2020,D43,Crimes Against Property,Other,98,98
2019,D22,Crimes Against Property,Theft Under $5000,194,194
2019,D12,Crimes Against Property,Break & Enter-Commercial,5,5
